id,n_numbers,range,std,count_small,count_large,count_duplicates,count_even,count_odd,count_div_2,count_div_3,count_div_5,count_div_7,count_primes,distance_simple,distance_max,distance_avg,easy_pairs,log_target,expr_depth,count_add,count_sub,count_mul,count_div,noncomm_ops,numbers,target,solution
654,4,40,16.772994167212165,1,0,0,4,0,4,2,1,0,0,12,40,63.0,3,1.9444826721501687,2,1,1,1,0,1,"[48, 24, 20, 8]",88,((20 * 8) - (48 + 24))
655,3,36,20.231987873991358,0,3,0,0,3,0,2,0,1,0,186,38,25.33333333333333,1,1.7403626894942439,2,1,1,0,0,1,"[91, 57, 93]",55,((91 + 57) - 93)
656,3,38,19.85782801147531,0,2,0,2,1,2,0,1,0,0,110,29,13.333333333333336,1,1.5440680443502757,2,1,1,0,0,1,"[64, 26, 55]",35,((64 + 26) - 55)
657,4,95,44.65049458479342,2,1,0,2,2,2,2,0,0,1,55,13,48.5,5,1.919078092376074,3,1,1,0,1,2,"[96, 39, 1, 2]",83,(96 - (39 / (1 + 2)))
658,3,72,40.203648258999245,0,2,0,2,1,2,0,1,1,0,154,67,41.333333333333336,0,1.1760912590556813,2,1,1,0,0,1,"[82, 77, 10]",15,((82 - 77) + 10)
659,3,64,34.019602192461534,1,1,0,3,0,3,0,0,0,0,75,55,16.333333333333332,3,1.1139433523068367,2,0,1,0,1,2,"[16, 68, 4]",13,((68 - 16) / 4)
660,4,68,29.726531359488725,0,3,0,4,0,4,1,1,0,0,172,10,15.5,0,1.8920946026904804,2,2,1,0,0,1,"[76, 88, 66, 20]",78,((76 + 88) - (66 + 20))
661,3,24,12.342339054382412,2,0,0,1,2,1,0,1,0,0,0,9,22.666666666666664,2,1.5314789170422551,2,2,0,0,0,0,"[1, 8, 25]",34,((1 + 8) + 25)
662,3,42,21.1266025033211,0,1,0,2,1,2,2,0,0,1,0,41,63.33333333333333,0,1.9777236052888478,2,2,0,0,0,0,"[54, 29, 12]",95,((54 + 29) + 12)
663,3,72,36.11555528208494,0,1,0,2,1,2,0,1,0,1,82,31,6.666666666666664,1,1.7075701760979363,2,1,1,0,0,1,"[82, 41, 10]",51,((82 - 41) + 10)
664,3,22,11.06044001535804,0,0,0,1,2,1,0,1,0,1,76,13,2.6666666666666643,0,1.5314789170422551,2,1,1,0,0,1,"[47, 38, 25]",34,((47 - 38) + 25)
665,4,48,22.51480994071828,0,2,0,1,3,1,1,1,0,1,155,17,3.25,0,1.7481880270062005,3,0,2,1,0,2,"[73, 44, 69, 25]",56,((25 * (73 - 69)) - 44)
666,3,61,30.6648550189518,0,2,0,2,1,2,2,0,0,1,144,36,7.333333333333329,1,1.7853298350107671,2,1,1,0,0,1,"[72, 36, 97]",61,((36 - 72) + 97)
667,3,16,8.962886439832502,0,3,0,1,2,1,1,0,0,1,162,1,11.333333333333329,0,1.9912260756924949,2,1,1,0,0,1,"[97, 82, 81]",98,((97 + 82) - 81)
668,3,49,24.583192089989723,0,1,0,1,2,1,0,0,0,2,38,28,51.333333333333336,0,1.9822712330395684,2,1,1,0,0,1,"[19, 68, 47]",96,((68 - 19) + 47)
669,3,41,21.548395145191982,0,2,0,2,1,2,2,0,1,0,108,32,15.333333333333336,0,1.4913616938342726,2,1,1,0,0,1,"[54, 63, 22]",31,((63 - 54) + 22)
670,3,42,23.692474191889147,0,2,0,3,0,3,1,0,0,0,108,16,1.3333333333333357,0,1.7160033436347992,2,0,1,1,0,1,"[66, 68, 26]",52,((68 - 66) * 26)
671,4,15,6.751543033509698,0,0,0,3,1,3,0,0,1,1,97,9,0.25,1,1.505149978319906,3,1,1,0,1,2,"[26, 28, 41, 34]",32,((26 / (28 - 41)) + 34)
672,4,47,21.07921567168317,2,0,0,2,2,2,2,0,0,1,23,3,32.5,5,1.7075701760979363,3,1,1,0,1,2,"[19, 1, 6, 48]",51,(48 + ((19 - 1) / 6))
673,3,82,43.096790290383964,1,2,0,3,0,3,2,0,1,1,101,33,0.3333333333333357,3,1.7075701760979363,2,0,1,0,1,2,"[66, 2, 84]",51,(84 - (66 / 2))
674,3,34,17.009801096230767,0,0,0,0,3,0,0,0,0,3,0,44,60.66666666666667,1,1.9590413923210936,2,2,0,0,0,0,"[13, 31, 47]",91,((13 + 31) + 47)
675,4,50,21.80978373727412,1,1,0,0,4,0,2,0,2,2,17,28,59.5,1,1.9294189257142929,3,1,1,1,0,1,"[57, 21, 17, 7]",85,(57 + ((21 - 17) * 7))
677,3,18,9.018499505645789,0,3,0,0,3,0,2,0,1,1,126,8,17.33333333333333,0,1.9493900066449128,2,1,1,0,0,1,"[81, 71, 63]",89,((81 + 71) - 63)
678,3,34,19.629909152447276,0,2,1,0,3,0,0,0,1,2,166,34,22.66666666666667,1,1.6901960800285136,2,1,1,0,0,1,"[49, 83, 83]",49,((49 + 83) - 83)
679,4,68,31.826351764955195,0,2,0,1,3,1,1,1,1,1,133,27,10.25,2,1.7634279935629373,3,1,0,1,1,1,"[85, 63, 26, 17]",58,((63 + (85 * 17)) / 26)
680,4,66,29.866369046136157,0,1,0,4,0,4,1,0,2,0,99,7,36.0,5,1.9084850188786497,3,1,1,0,1,2,"[28, 42, 88, 22]",81,((42 / (22 - 28)) + 88)
681,3,48,24.55605831561735,0,2,0,1,2,1,0,0,1,1,182,63,42.0,0,1.4471580313422192,2,1,1,0,0,1,"[76, 43, 91]",28,((76 + 43) - 91)
682,4,60,26.688012290165037,0,3,0,3,1,3,3,2,1,0,249,74,50.25,2,1.2041199826559248,3,1,1,0,1,2,"[90, 30, 82, 63]",16,(82 - ((90 / 30) + 63))
683,4,71,33.42030321027424,1,2,0,1,3,1,1,0,0,2,111,5,27.75,0,1.8692317197309762,3,0,2,0,1,3,"[8, 69, 79, 29]",74,(79 - ((69 - 29) / 8))
684,3,69,35.13308032799477,0,2,0,2,1,2,2,1,1,0,140,46,15.333333333333336,0,1.6720978579357175,2,1,1,0,0,1,"[93, 70, 24]",47,((93 - 70) + 24)
685,4,61,25.11805459558257,1,1,0,1,3,1,2,1,0,1,134,38,10.25,0,1.4913616938342726,3,1,1,0,1,2,"[45, 8, 43, 69]",31,(45 - ((43 + 69) / 8))
686,4,49,22.940139493908923,0,3,0,3,1,3,3,1,1,0,216,24,8.25,2,1.7853298350107671,2,2,1,0,0,1,"[85, 84, 36, 72]",61,((85 + 84) - (36 + 72))
687,4,57,24.859605789312106,0,1,0,2,2,2,1,1,2,1,61,12,47.0,0,1.919078092376074,3,0,2,1,0,2,"[71, 35, 14, 24]",83,((14 * (35 - 24)) - 71)
688,3,62,35.23256069793016,0,2,0,0,3,0,1,0,1,1,127,5,16.33333333333333,1,1.9444826721501687,2,0,1,0,1,2,"[91, 93, 31]",88,(91 - (93 / 31))
689,4,86,36.533090023520685,1,2,0,4,0,4,2,1,0,0,184,70,31.0,3,1.3010299956639813,2,1,1,1,0,1,"[66, 44, 90, 4]",20,((44 * 4) - (66 + 90))
690,4,38,15.840349322747484,0,3,0,3,1,3,1,0,0,0,180,39,17.25,2,1.568201724066995,3,2,1,0,0,1,"[51, 38, 52, 76]",37,((51 - (38 + 52)) + 76)
691,4,55,23.59908190304586,0,3,0,3,1,3,2,3,1,0,250,79,54.25,1,1.041392685158225,2,1,2,0,0,2,"[76, 90, 60, 35]",11,((76 - 90) + (60 - 35))
692,4,72,34.45286635390443,1,2,0,2,2,2,3,0,0,0,85,12,48.5,3,1.968482948553935,3,2,0,0,1,1,"[22, 9, 66, 81]",93,((9 + (66 / 22)) + 81)
693,4,29,14.66287829861518,0,3,0,2,2,2,1,1,1,0,197,17,3.5,0,1.7853298350107671,3,0,2,1,0,2,"[55, 78, 76, 49]",61,((55 * (78 - 76)) - 49)
694,4,73,37.20551034457127,0,2,0,3,1,3,3,1,1,0,173,33,6.25,1,1.8195439355418688,2,1,0,0,2,2,"[84, 30, 26, 99]",66,((30 + 26) / (84 / 99))
695,4,59,30.280631873636104,2,1,0,3,1,3,2,0,0,1,31,24,56.75,3,1.9344984512435677,2,0,2,1,0,2,"[62, 48, 4, 3]",86,((48 * 3) - (62 - 4))
696,4,32,14.236104336041748,0,4,0,4,0,4,1,2,0,0,243,15,3.0,2,1.8864907251724818,3,1,1,0,1,2,"[60, 88, 80, 92]",77,(80 - ((88 + 92) / 60))
697,4,92,48.232077845903895,1,2,0,0,4,0,0,1,1,3,193,80,35.5,0,1.2304489213782739,3,1,1,1,0,1,"[5, 17, 91, 97]",17,(17 * (97 - (5 + 91)))
698,3,14,7.211102550927978,1,0,0,3,0,3,1,2,0,0,24,40,48.0,2,1.7781512503836436,2,0,1,1,0,1,"[10, 20, 6]",60,((20 - 10) * 6)
699,3,43,22.18858565419016,1,0,0,2,1,2,0,1,1,1,0,45,63.33333333333333,0,1.9777236052888478,2,2,0,0,0,0,"[50, 38, 7]",95,((50 + 38) + 7)
700,3,86,47.26873526268005,1,1,0,1,2,1,2,0,0,2,11,4,58.333333333333336,1,1.968482948553935,2,1,0,0,1,1,"[3, 12, 89]",93,((12 / 3) + 89)
702,3,77,38.52704677669096,0,2,0,1,2,1,2,0,0,0,114,41,3.3333333333333357,1,1.7160033436347992,2,1,1,0,0,1,"[93, 57, 16]",52,((93 - 57) + 16)
703,3,26,13.203534880225572,0,1,0,1,2,1,2,1,1,0,102,35,23.333333333333336,0,1.2041199826559248,2,1,1,0,0,1,"[25, 51, 42]",16,((25 - 51) + 42)
704,3,15,7.76745346515403,0,3,0,1,2,1,0,1,0,1,178,19,12.666666666666671,0,1.845098040014257,2,1,1,0,0,1,"[89, 74, 85]",70,((74 - 89) + 85)
705,3,97,48.52147290976782,1,1,0,2,1,2,2,0,0,1,96,46,3.3333333333333357,2,1.7242758696007892,2,1,1,0,0,1,"[48, 99, 2]",53,((99 - 48) + 2)
706,3,29,16.19670748434179,2,0,0,1,2,1,1,1,0,2,10,2,16.666666666666664,0,1.4771212547196624,2,1,1,0,0,1,"[32, 5, 3]",30,((32 - 5) + 3)
707,4,96,45.2658811910251,2,1,1,0,4,0,4,0,0,2,120,81,16.5,6,1.255272505103306,3,1,0,1,1,1,"[33, 3, 99, 3]",18,((3 + (99 / 33)) * 3)
708,4,77,31.75426480542942,0,2,0,2,2,2,2,1,2,0,196,68,26.5,0,1.4771212547196624,2,2,1,0,0,1,"[57, 21, 50, 98]",30,((57 + 21) + (50 - 98))
709,3,5,2.6457513110645907,0,0,0,1,2,1,1,0,0,2,0,30,32.0,1,1.6812412373755872,2,2,0,0,0,0,"[18, 17, 13]",48,((18 + 17) + 13)
710,4,82,39.9791612384919,1,2,0,4,0,4,2,1,1,0,145,21,15.5,2,1.8388490907372552,3,0,1,1,1,2,"[90, 32, 8, 84]",69,(90 - ((8 / 32) * 84))
711,3,63,35.019042438840806,0,2,0,1,2,1,1,2,0,1,160,68,45.333333333333336,0,1.0791812460476249,2,1,1,0,0,1,"[75, 80, 17]",12,((75 - 80) + 17)
712,4,70,33.50621832834417,0,2,0,0,4,0,1,3,0,1,176,73,35.0,3,1.0791812460476249,2,1,2,0,0,2,"[65, 15, 85, 23]",12,((15 - 65) + (85 - 23))
713,4,57,26.949025956423732,0,2,0,3,1,3,1,1,0,1,248,84,52.25,0,1.1139433523068367,2,1,2,0,0,2,"[46, 40, 97, 78]",13,((40 - 46) + (97 - 78))
714,4,81,39.041644432579936,0,1,0,1,3,1,1,2,1,1,130,78,19.75,1,1.2304489213782739,3,0,2,1,0,2,"[15, 23, 95, 14]",17,((14 * (23 - 15)) - 95)
715,4,58,25.785978101803053,1,2,0,3,1,3,1,1,0,2,63,34,54.75,2,1.9731278535996986,2,0,2,1,0,2,"[43, 52, 60, 2]",94,((43 * 2) - (52 - 60))
716,4,89,45.27968639467372,1,2,0,3,1,3,3,0,1,1,107,2,40.75,3,1.9542425094393248,3,1,1,1,0,1,"[3, 84, 92, 18]",90,((92 - (3 + 84)) * 18)
717,3,60,30.088757590391356,1,1,0,0,3,0,2,0,1,2,45,5,23.666666666666664,3,1.7634279935629373,2,1,0,0,1,1,"[3, 63, 37]",58,((63 / 3) + 37)
718,3,23,11.590225767142474,0,3,0,1,2,1,2,0,2,0,108,9,21.33333333333333,1,1.9344984512435677,2,1,1,0,0,1,"[63, 77, 54]",86,((63 + 77) - 54)
719,4,39,17.86057109949175,0,1,0,2,2,2,3,2,1,0,17,39,65.5,0,1.968482948553935,3,1,0,1,1,1,"[21, 15, 54, 20]",93,(21 + ((54 / 15) * 20))
720,3,85,47.9617903474561,1,2,0,2,1,2,0,0,1,1,159,64,34.333333333333336,1,1.4471580313422192,2,0,1,1,0,1,"[7, 88, 92]",28,(7 * (92 - 88))
721,3,12,6.027713773341707,0,3,0,2,1,2,1,0,0,0,188,19,12.666666666666671,0,1.8750612633917,2,1,1,0,0,1,"[82, 87, 94]",75,((82 + 87) - 94)
722,4,38,17.23127002477376,1,0,0,3,1,3,1,0,0,1,21,16,41.25,1,1.792391689498254,3,0,2,1,0,2,"[8, 12, 46, 17]",62,((12 * (17 - 8)) - 46)
723,3,6,3.055050463303893,0,3,0,3,0,3,2,1,1,0,168,10,6.666666666666671,0,1.8692317197309762,2,1,1,0,0,1,"[78, 80, 84]",74,((78 + 80) - 84)
724,3,52,27.5922694487665,0,2,0,0,3,0,2,0,1,0,182,62,41.33333333333333,2,1.462397997898956,2,1,1,0,0,1,"[39, 91, 81]",29,((39 - 91) + 81)
725,4,63,27.64507189355817,0,2,0,3,1,3,0,1,0,1,161,29,0.25,0,1.7323937598229686,3,1,0,1,1,1,"[44, 20, 83, 68]",54,((20 + (44 * 83)) / 68)
726,3,84,45.43126676640219,1,1,0,0,3,0,3,0,1,0,42,12,40.0,1,1.9084850188786497,2,1,1,0,0,1,"[9, 21, 93]",81,((9 - 21) + 93)
727,4,74,31.806707887907333,0,1,0,4,0,4,1,1,1,0,131,57,12.5,1,1.4313637641589874,3,1,1,0,1,2,"[10, 26, 38, 84]",27,(38 - ((26 + 84) / 10))
728,3,61,34.38507428134093,2,1,0,2,1,2,2,0,0,1,41,32,7.666666666666668,2,1.505149978319906,2,0,0,1,1,1,"[64, 3, 6]",32,((64 * 3) / 6)
730,4,66,30.04995840263344,1,1,0,2,2,2,1,0,1,2,81,28,13.5,1,1.6532125137753437,2,1,1,1,0,1,"[7, 34, 73, 12]",45,((7 * 12) + (34 - 73))
731,3,47,23.643180835073778,0,1,0,2,1,2,1,1,0,0,50,19,44.0,0,1.9590413923210936,2,1,1,0,0,1,"[44, 25, 72]",91,((44 - 25) + 72)
732,4,9,3.9157800414902435,0,0,0,2,2,2,2,2,0,0,43,39,44.0,0,1.863322860120456,3,0,2,1,0,2,"[34, 27, 30, 25]",73,((25 * (34 - 30)) - 27)
733,4,29,13.671747023210555,0,0,0,1,3,1,1,0,0,3,68,26,5.75,1,1.1760912590556813,3,1,1,0,1,2,"[13, 12, 41, 17]",15,(13 + ((41 - 17) / 12))
734,4,72,33.704599092705436,1,2,0,0,4,0,1,1,1,2,111,32,6.0,0,1.6532125137753437,3,0,2,0,1,3,"[57, 5, 77, 17]",45,(57 - ((77 - 17) / 5))
735,4,59,27.380041392712805,0,2,0,2,2,2,1,1,2,0,152,6,17.5,1,1.8692317197309762,2,2,1,0,0,1,"[49, 76, 21, 80]",74,((49 - 76) + (21 + 80))
736,4,61,27.018512172212592,0,3,0,2,2,2,0,1,1,2,216,37,15.0,1,1.7160033436347992,2,1,2,0,0,2,"[71, 28, 89, 80]",52,((71 - 28) + (89 - 80))
737,4,15,6.244997998398398,0,0,0,2,2,2,0,1,0,2,17,65,72.5,0,1.9590413923210936,3,0,2,1,0,2,"[17, 20, 11, 26]",91,((17 * (26 - 20)) - 11)
738,4,53,26.196373794859472,0,2,0,1,3,1,0,1,2,1,167,14,13.75,0,1.8692317197309762,3,1,1,0,1,2,"[35, 88, 77, 41]",74,(77 - ((35 + 88) / 41))
739,4,34,14.479871085982314,1,0,0,2,2,2,2,2,0,1,7,35,51.5,2,1.8512583487190752,3,1,1,1,0,1,"[36, 25, 2, 15]",71,((36 + (25 * 2)) - 15)
740,4,47,21.700614430625386,0,3,0,1,3,1,1,0,1,1,246,70,44.25,2,1.3617278360175928,3,2,1,0,0,1,"[77, 93, 46, 53]",23,((93 - (77 + 46)) + 53)
741,4,68,30.181396035748026,0,3,0,3,1,3,1,0,1,1,174,3,24.75,2,1.9590413923210936,2,1,2,0,0,2,"[61, 94, 84, 26]",91,((94 - 61) + (84 - 26))
742,4,34,15.534906930308058,0,0,0,4,0,4,0,1,1,0,18,22,45.0,2,1.8195439355418688,2,1,0,0,2,2,"[10, 14, 16, 44]",66,((10 + 14) / (16 / 44))
743,3,46,25.73583752927682,0,1,0,1,2,1,1,0,1,1,63,38,8.333333333333332,0,1.2787536009528289,2,0,1,0,1,2,"[11, 57, 14]",19,(57 / (14 - 11))
744,3,59,29.816103031751148,1,1,0,2,1,2,1,0,1,0,0,30,62.0,1,1.968482948553935,2,2,0,0,0,0,"[26, 63, 4]",93,((26 + 63) + 4)
745,4,36,18.16590212458495,0,2,0,2,2,2,0,1,0,1,76,21,38.0,1,1.8808135922807914,3,2,0,0,1,1,"[19, 52, 55, 26]",76,((19 + (52 / 26)) + 55)
746,3,85,43.82160806421113,1,1,0,1,2,1,2,0,0,1,21,9,57.666666666666664,2,1.9867717342662448,2,1,0,0,1,1,"[27, 3, 88]",97,((27 / 3) + 88)
747,3,49,25.106440076867397,0,2,0,2,1,2,0,0,2,0,149,36,8.333333333333329,1,1.792391689498254,2,0,1,0,1,2,"[49, 98, 64]",62,(64 - (98 / 49))
748,4,51,23.41473894793619,0,1,0,3,1,3,4,2,0,0,114,51,17.25,1,1.1760912590556813,2,1,0,0,2,2,"[15, 18, 66, 30]",15,((15 + 18) / (66 / 30))
749,3,41,22.854612955229264,0,1,0,2,1,2,1,0,0,1,113,48,21.666666666666664,0,1.380211241711606,2,0,1,0,1,2,"[34, 72, 31]",24,(72 / (34 - 31))
750,3,84,44.410959608336924,1,2,0,1,2,1,0,0,2,1,111,30,3.6666666666666643,1,1.7853298350107671,2,0,1,0,1,2,"[74, 7, 91]",61,(74 - (91 / 7))
751,4,53,24.34474618201362,0,3,0,2,2,2,2,0,1,0,148,6,23.0,1,1.9030899869919435,2,2,1,0,0,1,"[69, 21, 64, 74]",80,((69 + 21) + (64 - 74))
752,4,15,6.5,0,0,0,3,1,3,0,0,1,1,56,21,30.25,0,1.7708520116421442,2,2,1,0,0,1,"[28, 23, 38, 26]",59,((23 - 28) + (38 + 26))
753,4,41,19.510680835549195,0,1,0,2,2,2,1,1,1,1,94,27,2.0,0,1.5314789170422551,3,2,1,0,0,1,"[61, 26, 21, 20]",34,((61 - (26 + 21)) + 20)
754,3,35,17.559422921421234,0,2,0,2,1,2,0,0,0,1,124,15,3.3333333333333357,0,1.8260748027008264,2,1,1,0,0,1,"[62, 82, 47]",67,((82 - 62) + 47)
755,4,26,11.604596790352806,0,0,0,4,0,4,1,0,0,0,36,42,51.0,2,1.9030899869919435,3,0,2,1,0,2,"[32, 12, 34, 38]",80,(32 - (12 * (34 - 38)))
756,3,51,26.210684844162312,0,2,0,2,1,2,3,0,0,0,106,2,24.0,1,1.9493900066449128,2,1,0,0,1,1,"[87, 72, 36]",89,(87 + (72 / 36))
757,3,78,39.01709027251178,1,1,0,1,2,1,2,0,0,1,57,10,28.333333333333336,1,1.8512583487190752,2,1,0,0,1,1,"[81, 44, 3]",71,((81 / 3) + 44)
758,4,92,41.82005101224372,1,3,0,3,1,3,2,1,1,1,208,39,7.75,1,1.7708520116421442,3,2,1,0,0,1,"[6, 73, 98, 90]",59,((73 - (6 + 98)) + 90)
759,4,60,27.02313823374332,0,3,0,3,1,3,1,0,2,0,164,9,31.75,2,1.9867717342662448,2,2,1,0,0,1,"[88, 82, 63, 28]",97,((88 - 82) + (63 + 28))
760,4,37,15.979153085609179,0,1,0,2,2,2,0,1,0,1,84,17,6.0,0,1.5563025007672873,2,2,1,0,0,1,"[25, 53, 26, 16]",36,((25 + 53) - (26 + 16))
761,3,21,11.590225767142474,2,0,0,1,2,1,1,0,0,1,62,66,79.33333333333333,2,1.9444826721501687,2,1,0,1,0,0,"[1, 3, 22]",88,((1 + 3) * 22)
762,3,19,10.214368964029708,0,3,0,2,1,2,0,1,1,1,140,3,8.666666666666671,0,1.919078092376074,2,1,1,0,0,1,"[67, 86, 70]",83,((67 + 86) - 70)
763,3,65,33.560889936551646,0,2,0,1,2,1,2,0,1,0,126,47,19.333333333333336,0,1.5314789170422551,2,1,1,0,0,1,"[63, 16, 81]",34,((16 - 63) + 81)
764,3,10,5.773502691896257,2,0,1,0,3,0,1,3,0,2,11,1,5.666666666666666,6,1.146128035678238,2,0,1,0,1,2,"[5, 5, 15]",14,(15 - (5 / 5))
765,3,48,25.716402029314544,1,1,0,3,0,3,0,0,1,0,8,16,45.33333333333333,2,1.8573324964312685,2,0,1,1,0,1,"[8, 16, 56]",72,((8 * 16) - 56)
766,3,65,32.562759915789286,1,1,0,2,1,2,1,0,0,0,94,47,13.333333333333336,0,1.4313637641589874,2,1,1,0,0,1,"[38, 9, 74]",27,(74 - (38 + 9))
767,3,58,29.206163733020468,0,1,0,2,1,2,1,2,0,0,90,23,8.0,0,1.7558748556724915,2,1,1,0,0,1,"[45, 80, 22]",57,((80 - 45) + 22)
768,4,43,19.9415813481947,0,2,0,2,2,2,1,0,0,1,209,69,39.5,1,1.2304489213782739,3,1,1,0,1,2,"[51, 46, 43, 86]",17,(51 / (46 + (43 - 86)))
769,3,78,44.19275958796871,0,2,0,2,1,2,3,0,0,0,153,42,15.0,0,1.7323937598229686,2,0,1,1,0,1,"[93, 96, 18]",54,((96 - 93) * 18)
770,4,68,31.74245317131827,0,3,0,1,3,1,2,2,0,1,183,19,2.25,0,1.806179973983887,3,1,1,0,1,2,"[80, 69, 83, 15]",64,(69 + (15 / (80 - 83)))
771,4,54,25.278449319529077,0,2,0,2,2,2,4,0,1,0,139,55,26.5,0,1.041392685158225,3,1,0,1,1,1,"[51, 66, 12, 21]",11,((66 / (51 + 21)) * 12)
772,3,48,24.826061575153908,0,1,0,1,2,1,0,0,0,2,22,35,55.333333333333336,1,1.9731278535996986,2,1,1,0,0,1,"[11, 59, 46]",94,((59 - 11) + 46)
773,3,54,30.89228598426043,0,1,0,2,1,2,2,1,1,1,62,1,34.666666666666664,0,1.919078092376074,2,1,1,0,0,1,"[30, 31, 84]",83,((30 - 31) + 84)
774,4,89,39.178012541049945,1,1,0,1,3,1,1,0,0,3,121,58,4.75,2,1.5314789170422551,3,1,0,1,1,1,"[43, 3, 17, 92]",34,((17 / (43 + 3)) * 92)
775,4,74,32.78210894171799,1,3,0,4,0,4,1,1,0,1,160,36,10.0,3,1.6020599913279625,3,0,2,0,1,3,"[2, 60, 76, 62]",40,(2 - (76 / (60 - 62)))
776,4,80,35.604306855585136,1,3,0,4,0,4,1,0,0,0,164,24,5.5,0,1.792391689498254,2,2,1,0,0,1,"[86, 58, 76, 6]",62,((86 + 58) - (76 + 6))
777,3,27,13.74772708486752,0,1,0,2,1,2,0,1,0,1,82,9,24.0,0,1.8864907251724818,2,1,1,0,0,1,"[68, 50, 41]",77,((68 + 50) - 41)
778,3,74,40.61198509471476,1,1,0,3,0,3,2,0,0,0,32,16,30.666666666666668,2,1.792391689498254,2,1,1,0,0,1,"[78, 4, 12]",62,(78 - (4 + 12))
779,4,70,30.793668180325643,1,1,0,3,1,3,3,1,0,1,83,18,19.75,5,1.7323937598229686,3,1,1,1,0,1,"[18, 2, 45, 72]",54,((2 * (18 + 45)) - 72)
780,4,54,23.804761428476166,1,1,0,4,0,4,1,1,1,1,62,2,25.0,4,1.7323937598229686,2,1,1,0,1,2,"[18, 56, 40, 2]",54,((18 + 56) - (40 / 2))
781,3,17,9.814954576223638,2,0,1,2,1,2,2,0,0,1,13,1,10.333333333333334,1,1.3424226808222062,2,0,1,0,1,2,"[23, 6, 6]",22,(23 - (6 / 6))
782,3,43,21.548395145191982,0,1,0,1,2,1,1,0,0,2,46,24,44.666666666666664,1,1.9542425094393248,2,1,1,0,0,1,"[23, 47, 66]",90,((47 - 23) + 66)
783,4,55,25.25866188063018,0,3,0,2,2,2,0,2,0,1,160,8,26.0,0,1.9444826721501687,2,2,1,0,0,1,"[80, 67, 25, 76]",88,((67 - 80) + (25 + 76))
784,4,82,35.04758669770764,0,3,0,2,2,2,2,1,0,1,220,57,23.5,0,1.6232492903979006,3,0,1,1,1,2,"[66, 80, 99, 17]",42,((66 * (80 - 17)) / 99)
785,3,11,5.507570547286102,0,0,0,2,1,2,2,0,1,1,94,16,10.666666666666664,0,1.4913616938342726,2,1,1,0,0,1,"[36, 47, 42]",31,((36 - 47) + 42)
786,4,60,26.411802917130313,0,2,0,1,3,1,2,2,0,0,122,4,30.25,1,1.9084850188786497,2,1,2,0,0,2,"[36, 57, 85, 25]",81,((57 - 36) + (85 - 25))
787,3,45,22.810816147900834,0,2,0,1,2,1,0,2,0,1,190,61,40.66666666666667,0,1.5314789170422551,2,1,1,0,0,1,"[50, 95, 79]",34,((50 - 95) + 79)
788,4,56,29.88171124060111,0,2,0,3,1,3,2,1,1,1,226,55,25.75,0,1.6127838567197355,3,1,1,0,1,2,"[96, 42, 89, 40]",41,((96 / (40 - 42)) + 89)
789,3,71,39.62743157628732,0,2,0,2,1,2,1,0,1,0,198,76,50.66666666666667,0,1.3617278360175928,2,1,1,0,0,1,"[28, 94, 99]",23,((28 + 94) - 99)
790,3,12,6.244997998398398,0,3,0,2,1,2,0,1,0,0,176,15,10.0,0,1.863322860120456,2,1,1,0,0,1,"[85, 88, 76]",73,((85 - 88) + 76)
791,3,64,34.42867022313429,0,1,0,3,0,3,1,0,0,0,68,34,5.333333333333336,0,1.6232492903979006,2,1,1,0,0,1,"[76, 22, 12]",42,(76 - (22 + 12))
792,4,93,42.638011210655684,1,2,0,2,2,2,0,1,0,2,61,4,59.0,1,1.99563519459755,3,2,0,0,1,1,"[52, 11, 95, 2]",99,((52 / (11 + 2)) + 95)
793,3,35,19.39931270260195,0,1,0,1,2,1,0,0,0,2,82,3,19.333333333333336,0,1.845098040014257,2,1,1,0,0,1,"[73, 41, 38]",70,((73 - 41) + 38)
794,4,70,31.605642956071414,0,1,0,3,1,3,2,0,0,0,107,2,43.75,0,1.9731278535996986,3,1,1,0,1,2,"[26, 33, 46, 96]",94,((26 / (33 - 46)) + 96)
795,4,69,28.600699292150182,0,1,0,2,2,2,3,1,1,0,163,63,25.0,1,1.3222192947339193,3,0,2,1,0,2,"[84, 39, 15, 46]",21,((15 * (46 - 39)) - 84)
796,3,68,34.07834111768548,0,1,0,3,0,3,0,2,0,0,100,30,5.333333333333336,1,1.7634279935629373,2,1,1,0,0,1,"[50, 20, 88]",58,((20 - 50) + 88)
797,4,76,32.877297131404625,1,2,0,1,3,1,2,1,0,1,188,72,37.25,1,1.1139433523068367,2,2,1,0,0,1,"[66, 41, 85, 9]",13,((66 + 41) - (85 + 9))
798,4,64,28.101008285587664,0,1,0,2,2,2,1,0,0,2,62,4,44.5,0,1.9030899869919435,2,2,1,0,0,1,"[12, 23, 76, 31]",80,((12 + 23) + (76 - 31))
799,3,60,32.357379374726875,1,1,0,1,2,1,0,2,1,1,57,38,1.0,2,1.4313637641589874,2,1,0,0,1,1,"[5, 65, 14]",27,((65 / 5) + 14)
800,4,59,27.753378172755834,0,1,0,3,1,3,3,1,0,0,71,14,27.25,0,1.7781512503836436,2,0,1,0,2,3,"[15, 74, 24, 18]",60,((74 - 24) / (15 / 18))
801,3,23,12.288205727444508,0,1,0,1,2,1,1,1,0,1,90,4,10.0,0,1.7781512503836436,2,1,1,0,0,1,"[41, 64, 45]",60,((41 + 64) - 45)
